3	5	1	
6	3	5	
3	3	2	
4	6	5	
1	5	6	
1	3	1	
5	2	6	
1	1	5	
3	2	5	
6	1	1	
5	6	2	
2	6	1	
5	4	1	
3	1	6	
5	3	3	
4	5	2	
1	2	4	
4	2	1	
5	1	4	
2	5	4	
3	6	4	
6	2	2	
4	4	6	
1	4	2	
4	3	4	
2	3	6	
6	5	3	
6	6	6	
5	5	5	
1	6	3	
3	4	3	
4	1	3	
6	4	4	
2	1	2	
2	2	3	
2	4	5	
