5	1	6	
6	3	5	
2	5	2	
1	5	4	
6	6	2	
1	6	6	
2	2	5	
4	6	3	
4	2	4	
6	1	4	
3	4	4	
5	4	3	
3	6	5	
1	2	1	
4	3	6	
3	3	2	
1	3	3	
2	4	6	
2	1	3	
5	2	2	
5	5	5	
3	1	1	
4	5	1	
6	4	1	
