  4  6  7  3  7  1
  8  2  5  7  6  3
  3  4  2  6  1  2
  1  1  4  1  5  5
  5  5  1  5  8  8
  7  8  3  2  3  4
  2  7  6  8  4  6
  6  3  8  4  2  7
