1	6	4	
5	6	2	
2	4	3	
5	3	4	
2	5	1	
6	4	1	
6	1	3	
4	1	1	
5	2	6	
3	6	6	
4	5	3	
3	3	2	
1	2	2	
2	1	5	
4	4	5	
3	2	4	
1	3	6	
6	5	5
