5	4	
4	5	
4	6	
4	2	
6	5	
1	4	
2	1	
1	5	
6	6	
6	1	
2	4	
5	6	
2	6	
4	1	
3	4	
3	2	
6	4	
2	2	
5	2	
1	1	
2	3	
4	4	
5	5	
5	1	
3	5	
3	6	
3	1	
2	5	
4	3	
1	2	
1	3	
1	6	
3	3	
5	3	
6	2	
6	3
