5	2	5	
4	3	2	
5	6	1	
6	3	6	
1	4	1	
1	2	3	
3	4	5	
1	6	5	
4	5	6	
6	5	4	
2	3	4	
3	6	3	
3	2	1	
6	1	2	
2	1	6	
4	1	4	
5	4	3	
2	5	2
