 16 19  2  2 13
 10 13  1 20  5
 24 22  4 17 20
  7 20 21 19 25
  4 24  7 13  9
 19  5 22 23  8
 11  9 20  1 19
 12 23 23  9  4
 25 18 19 12  6
 15  2 24 14 22
 22 10  5  6  3
 20 25 17  4 23
  2 17  9  7 21
  1 11 16 26 14
  6  4  3 11 18
 17 21 10 25  2
 18 12 11 10 26
 21  1  8 18 12
  5 14 26  5 11
  8  3 12  3  7
  9 26 13 22 16
 26  6 14  8 15
 14 16 15 15 10
 13  8  6 24 24
  3  7 18 16  1
 23 15 25 21 17
