4	6	
2	6	
1	6	
6	2	
2	2	
2	5	
5	2	
5	5	
4	4	
5	3	
6	5	
4	1	
3	5	
1	4	
3	4	
1	3	
3	1	
4	3	
6	4	
2	3	
3	2	
5	6	
1	1	
6	1	
