 15 20  5  4 14
 19 12  3 10  4
  4 15  2 14 18
 16  1 12 13  5
 11 13 16 21 16
 17  8  6 17 20
  7 11 11  1 21
  3 10 19 18  3
 21 18 10 19 11
 18 14 18  2  8
 20  4 14  7 17
  9 19 20  9 19
 14  7 21 15 13
  8  3  4 20  7
 13 16 15 12  1
  2 17  7  6  6
  5  2 17  5 12
  6 21 13 16  9
 12  9  1  8 10
  1  5  9 11 15
 10  6  8  3  2
