 27 20 26 14 13  3 20 10 25 20 18
  3 19 22 25  2 11  8  7 14 15  2
 12 23 24 11 18 26  4 27 16 19 10
  9 25  3  7 12 14 18  2  9 25  7
 19 18  9  9 22 21 17 20 26  4  3
 13 16  5  2  4 10 23 26 19 12 24
 24  2 21  8  3 25 19 15  5 13 12
 15 27 18 17  5 17 27 12 18  1 11
  7 12 16 16  8 27 13  1 27 10 25
  8  8 17  3 16  1 25 17 13 11  1
 14  5 10 10  6  4  6  4  3 18 21
  6 26  7 18 26  5  3 16 23 14 16
  5  4 11 22 10 16 21 23 24 22  9
 23 10  6 27 17 20 26  5 15 16 20
  1  1  2 12 19  7 15  9 17  2 13
 16  6 20  1 27 19 12  6 20 23 15
 26  7  4 15 24 12 11 25  8 17  4
  4 14 27  5 11 18 10 22  7  3 19
 11 11 19 24 21  6 16 21 10 26 27
 17 15 25 20 25  9 22  3  6  9  8
 25 24 12  4 20 15  7  8 11  8 26
 20  3 23 21 15 13  5 19 21  5 23
 10  9  8 23 14 23  2 11  4  6  6
 18 17  1 19  1 24  9 18 12 24 17
  2 21 14 13 23 22 24 14  2 21 22
 22 13 15  6  7  8  1 13 22 27  5
 21 22 13 26  9  2 14 24  1  7 14
