1	5	3	
1	1	1	
3	2	2	
3	1	5	
2	3	2	
4	2	4	
5	1	3	
4	4	2	
2	2	4	
5	5	5	
4	4	3	
1	3	5	
2	4	4	
5	3	1	
3	5	1
