 19 25 16
 27 23  7
  9 20 15
 16 21  5
  7 18  9
 22  2 10
 18  7 14
  6  8 27
 12  6  2
  1 22 19
 15  3 23
 17 10 20
  3 16 24
  2  4  6
 10 13  8
 21 19 28
 24  9  4
  4 11 12
 13 14 21
 11 24 26
 26  5 25
 28 12 18
 25 17 13
  8  1 17
 14 28 11
 23 27 22
 20 15  1
  5 26  3
