4	5	1	1	5	4	5	
3	6	6	5	6	3	2	
2	1	5	4	2	3	2	
2	6	4	3	1	6	3	
6	6	2	4	3	3	6	
4	3	5	6	4	6	6	
5	4	1	6	2	4	2	
3	1	1	2	4	1	3	
5	4	6	3	2	1	5	
3	2	2	5	1	5	5	
5	1	3	3	6	6	4	
1	5	3	6	3	1	4	
6	2	4	5	5	2	3	
1	3	2	4	5	5	1	
4	3	3	1	1	2	1	
2	4	4	2	6	2	6	
6	5	5	2	4	5	1	
1	2	6	1	3	4	4
