6	5	3	5	6	
3	5	6	3	2	
5	1	4	6	2	
2	2	3	1	1	
4	6	2	4	1	
3	1	2	3	6	
2	4	5	6	4	
4	2	6	4	5	
5	4	1	1	4	
1	3	1	5	3	
6	3	5	2	3	
1	6	4	2	5
