6	4	5	2	3	1	
2	4	1	5	3	6	
5	1	1	3	2	3	
1	2	5	4	1	4	
4	2	3	5	6	1	
3	1	4	2	5	6	
5	3	6	6	4	5	
1	3	2	1	4	2	
4	5	3	1	1	5	
2	5	6	3	6	3	
3	6	4	6	2	2	
6	6	2	4	5	4
