5	1	2	
2	6	5	
6	3	1	
5	6	6	
3	3	2	
4	3	6	
4	4	4	
3	6	3	
2	4	6	
4	2	2	
1	6	1	
2	2	1	
6	1	6	
1	5	4	
2	3	4	
1	1	3	
1	2	5	
1	4	2	
4	5	3	
5	5	1	
3	5	6	
5	4	3	
4	1	5	
3	1	1	
2	5	2	
6	6	4	
6	2	3	
6	4	5	
5	3	5	
3	2	4	
