3	6	6	3	4	5	6	6	4	5	
5	2	5	1	2	3	5	4	6	2	
5	4	1	2	3	6	4	1	3	6	
4	5	2	6	3	2	6	4	1	2	
1	2	6	5	2	5	4	2	2	3	
4	1	3	5	4	6	1	5	4	1	
2	1	3	4	5	1	5	3	5	6	
2	6	1	3	1	3	1	3	5	3	
1	3	2	1	6	4	3	5	1	4	
6	3	4	4	1	2	2	6	2	5	
6	5	4	6	6	4	3	2	6	4	
3	4	5	2	5	1	2	1	3	1
