3	5	2	
2	6	4	
6	1	6	
3	2	6	
4	5	1	
2	1	1	
1	5	6	
3	2	4	
5	6	6	
3	6	5	
6	5	4	
2	4	4	
5	3	4	
2	4	3	
6	6	2	
2	3	6	
1	1	5	
6	4	5	
6	2	1	
3	3	2	
1	3	2	
5	3	3	
1	6	1	
4	5	3	
1	2	3	
4	4	5	
4	1	2	
4	2	5	
5	1	3	
5	4	1
