3	2	3	6	
2	1	6	3	
4	5	6	1	
3	6	1	2	
3	4	5	4	
4	1	4	5	
2	3	4	1	
5	6	3	4	
1	4	3	2	
6	2	5	2	
4	3	2	3	
6	5	4	3	
5	3	6	6	
1	2	1	4	
5	1	2	1	
1	6	5	5	
6	4	1	5	
2	5	2	6
