  6  8  6  2  7  7  1
  7  9  5  9  3  2  6
  8  4  8  6  9  5  8
  5  2  4  1  6  1  7
  3  7  1  5  5  8  9
  1  5  3  7  8  3  2
  2  6  9  3  1  4  5
  4  1  7  8  4  9  4
  9  3  2  4  2  6  3
