5	2	5	2	2	
4	1	1	4	3	
1	1	4	6	5	
5	5	5	5	6	
3	6	1	6	4	
2	2	5	5	2	
5	5	2	2	2	
5	2	2	5	5	
1	6	6	1	3	
3	4	4	3	3	
1	4	3	4	4	
2	2	2	2	6	
4	4	6	6	1	
6	3	3	6	3	
4	6	3	3	6	
2	5	5	2	5	
3	1	3	1	1	
6	4	1	1	5	
1	3	1	3	1	
2	5	2	5	2	
3	3	6	4	6	
6	1	6	3	4	
6	6	4	4	1	
4	3	4	1	4
