6	3	1	
3	4	4	
5	5	5	
1	4	1	
6	6	4	
2	5	5	
5	2	5	
5	2	2	
2	2	2	
6	4	6	
1	1	4	
5	5	2	
2	5	2	
4	1	6	
3	3	3	
2	2	5	
6	1	3	
1	3	6	
1	6	3	
3	6	6	
4	4	3	
4	3	4	
3	1	1	
4	6	1
