  2 17 19  9 21
 11  2 16  6 24
  6  5 24 13  9
  9 12 21  1 12
 14  6  6  3  7
 19  3 15 21  2
 21 19  7 23 14
 16 25 12 14 25
  8  8 13 25 17
 12 16  1 18 10
 25 23 14  8 11
  5 13  5 22 23
 15 14 20 24  8
 13 21 25 17 18
 23  7 22 19 22
 24 11  4 15  5
 22 15 10  2 20
 20 10 18 11 15
 10 20  8 12  1
  7 22  3  4 16
 17  4  2 10 19
  1  1  9 16 13
 18 18 23  5  4
  3  9 11  7  3
  4 24 17 20  6
