  1  8 12  2  8
  8  5  8  5 17
 15  2  4  3 10
  2 15  6  8 15
 10  7  2 16 14
 14  6 17  7  7
  4 10 16 14 11
  9 16 15  4  2
  5 11  1  6  5
  3  4  5 12  3
 17  9  7  9  1
  7 14  9 17  6
 12  3 11 15  4
 16 12 13 13 16
  6  1 14 10 13
 13 17  3 11  9
 11 13 10  1 12
