  2  5  9  1  6  8  6  6
  8  1  6  5  5  9  2  2
  5  9  8  9  7  4  4  3
  1  3  5  7  1  3  3  7
  9  6  7  4  2  1  8  5
  6  8  3  2  4  5  1  9
  3  7  2  6  3  7  7  1
  7  4  4  8  8  6  9  8
  4  2  1  3  9  2  5  4
