  7  7  1  4  2  5  2
  8  5  6  5  5  8  8
  3  4  3  8  8  7  3
  5  2  8  3  6  4  1
  4  6  2  2  7  2  7
  2  3  5  1  1  6  5
  1  8  7  6  4  3  4
  6  1  4  7  3  1  6
