  8  2 11 12 10  8  5 11  5 10 10  2
 11 13  4  6  9 12  6 13  7  9  2 11
  9  5  1 13  7  3  8  2  1  8  7 13
  4  4  2 10  4 11  9  9  9  2  4  3
  5 12 13  8 12 10 13  5  2  4  6  7
 12  7 12  7  6  1 10  6 12 13  3  4
  2  3  7  4 11  5 12 10 13  7  9 12
  1  8  6  1  8  6  4  1  6  6  1  1
  7 10  3  3  1  7 11  8  3 11 13  5
  3 11  8 11  3  9  3  4 11 12  8 10
 10  9  5  9 13  4  1  7 10  1 12  6
  6  6 10  5  2  2  2 12  4  3  5  9
 13  1  9  2  5 13  7  3  8  5 11  8
