% Delta - Gamma
0.235185 0.000111512
0.271486 0.0175315
0.285788 0.0107478
0.295926 0.103094
0.327284 0.00498361
0.37269 0.000190301
0.390518 0.0941376
0.4058 0.0089182
0.406038 0.0257797
0.42959 0.000733675
0.444259 0.131035
0.446545 0.0452108
0.449471 0.295411
0.457522 0.244458
0.463901 0.030861
0.469169 0.0451129
0.46984 0.0604421
0.470551 0.00419436
0.472268 0.223623
0.182517 0.00562235
0.341517 0.038048
0.357725 0.000797682
0.392329 0.0456086
0.431376 0.0185983
0.434104 0.00985959
0.446918 0.110849
0.459284 0.00691559
0.46418 6.81178e-05
0.469028 0.00161323
0.470238 1.0556e-06
0.482998 0.00258042
0.488413 0.00106049
0.49845 0.0960999
0.499652 0.0135078
0.511075 0.0521277
0.520475 0.0556165
0.522166 0.0215298
0.525547 0.0650007
0.272966 0.0128488
0.281282 0.00880995
0.28134 0.00785794
0.379911 0.0215383
0.387331 0.004567
0.397696 0.0911022
0.410369 0.000315633
0.4125 0.00639185
0.416095 0.00473481
0.433501 0.0904741
0.455034 0.133896
0.479277 0.00110953
0.480603 0.00507689
0.49611 0.0553849
0.525083 0.0461554
0.532694 0.133728
0.539707 0.211439
0.545923 0.00295427
0.547513 0.00164595
0.133513 0.000429274
0.220275 0.0813432
0.267215 0.000119784
0.332398 0.0404368
0.360719 0.0541567
0.42317 0.0229901
0.437172 0.0313306
0.442866 0.0493181
0.447755 0.00189463
0.455795 0.00826217
0.462165 0.000162757
0.467612 0.0233624
0.49964 0.102157
0.499667 0.0428112
0.508507 0.0523258
0.524455 0.00533462
0.525275 0.380338
0.541996 0.00651637
0.547929 0.00870382
0.292419 0.0134935
0.310319 0.0950489
0.314661 0.00093325
0.335525 0.0928887
0.416074 0.000314679
0.418388 0.000151154
0.439446 0.000494268
0.44731 0.145756
0.456879 0.286479
0.460475 0.0149387
0.460521 0.00737359
0.462309 0.00290063
0.481253 0.00581268
0.482342 0.0675704
0.482872 0.00563688
0.483266 0.0462898
0.530043 0.147873
0.530218 0.0104022
0.557605 0.271425
0.313564 0.0115004
0.381764 0.0138846
0.432673 0.002797
0.44185 0.120081
0.446553 0.0108307
0.472173 0.0928551
0.488993 0.00156023
0.523899 0.0936908
0.526045 1.23504e-05
0.537136 0.0319312
0.550308 0.0795207
0.574657 0.0641493
0.582128 0.00869709
0.58225 0.000586052
0.582432 0.000304872
0.601657 0.0869016
0.607924 0.0305139
0.610448 0.0861515
0.61887 0.010806
0.31226 0.0164936
0.391478 0.00369714
0.397668 0.0106166
0.415289 0.00277609
0.442673 0.0767364
0.482052 0.114033
0.500374 0.0531523
0.558453 0.0673676
0.566895 0.0254096
0.56938 0.000975804
0.572924 0.15613
0.599229 0.0721195
0.60623 0.135046
0.616974 0.00211738
0.625855 0.0204859
0.636288 0.0945003
0.644818 0.166932
0.649802 0.0146996
0.654156 0.289772
0.206718 3.63421e-06
0.26036 0.000255109
0.32331 0.012901
0.324214 0.0249033
0.364231 0.0430559
0.366607 0.0340707
0.381017 0.0677812
0.430449 0.000654713
0.43195 0.00197663
0.433699 0.00570355
0.441917 0.0110007
0.452852 0.0472606
0.45728 0.0596765
0.458852 0.206422
0.473954 0.00316689
0.493483 0.0408557
0.517311 0.0102877
0.525772 1.5368e-05
0.527249 0.0767822
0.243987 0.00928707
0.408158 0.0406915
0.505668 0.129079
0.506446 0.0559625
0.568461 0.0160055
0.568636 0.00863232
0.576332 0.00223185
0.60604 0.00462078
0.623548 0.019997
0.636057 0.0243011
0.640062 0.000182271
0.711572 0.000624917
0.725228 0.198795
0.729299 0.037815
0.767473 4.17424e-05
0.775626 0.0577048
0.779099 0.0035041
0.791695 0.019584
0.80101 0.00607356
0.171379 0.0366777
0.310924 0.0239164
0.328736 0.0230262
0.387307 0.0265764
0.39771 0.00515072
0.460048 0.104382
0.488033 0.0462384
0.495496 0.0130095
0.510879 0.332341
0.52359 0.00316633
0.530873 0.0164336
0.538603 0.01941
0.543792 0.0119691
0.555529 1.83618e-05
0.56613 0.147484
0.573179 0.00723953
0.584578 0.0126403
0.593734 0.262689
0.596102 6.90195e-05
0.239349 0.0325038
0.324916 0.0269879
0.372125 0.000201643
0.400908 0.000828733
0.407056 0.00150997
0.408918 0.132847
0.432972 0.0199708
0.445171 0.0190851
0.448468 0.0573185
0.453356 0.378851
0.469064 0.00730272
0.494951 0.426774
0.497529 2.88e-08
0.502973 0.109137
0.509326 0.0597594
0.52427 0.0473243
0.530227 0.00830516
0.531919 0.455484
0.53494 0.0486988
0.236111 0.00937341
0.242185 0.000485722
0.244015 0.340487
0.263207 0.000717447
0.269096 0.169026
0.305596 0.143542
0.312125 0.0577922
0.328038 0.0100746
0.351245 0.00041992
0.351397 0.0236466
0.359972 0.137868
0.367236 0.000171514
0.367722 0.0110328
0.368567 0.0446847
0.373309 0.0509746
0.375308 0.0050459
0.378876 0.00922503
0.405827 0.00125501
0.40809 0.0789089
0.182242 0.0303693
0.192615 1.74581e-05
0.28546 0.00463473
0.292488 0.0159247
0.320303 2.40194e-05
0.327837 0.0174839
0.332442 0.00735503
0.448204 0.00186081
0.500423 0.0304359
0.515539 0.000766361
0.515866 0.116345
0.519517 0.107709
0.525083 0.0461554
0.530665 0.00133826
0.5415 0.0615773
0.547848 5.02002e-07
0.565316 0.0102693
0.595327 0.0031972
0.598341 0.000891686
0.220486 0.0387049
0.257589 0.00649595
0.266315 0.103891
0.39833 0.0589027
0.401882 0.0487828
0.404522 0.066471
0.410762 0.00691935
0.429399 0.00109966
0.431826 0.0201983
0.434323 0.308963
0.436701 0.00777243
0.440879 0.0318834
0.44609 0.0484859
0.455554 0.0332345
0.467902 0.0830351
0.471146 0.048117
0.480764 0.0357204
0.481285 0.00442374
0.48506 0.117696
0.262404 0.008518
0.329409 0.196344
0.358455 0.00100397
0.365628 0.0651244
0.377 0.0300843
0.381319 0.010101
0.421083 0.0353083
0.432891 0.0667659
0.463078 0.0348475
0.47634 0.142618
0.477166 0.0445574
0.480917 0.0287549
0.499246 0.0111638
0.499365 0.00519099
0.505904 0.0624345
0.506279 0.072349
0.508212 0.00222311
0.510278 0.0106314
0.517772 0.0453505
0.372316 0.00743176
0.378863 0.00669915
0.534604 0.000719987
0.537888 0.00491427
0.545519 5.72911e-06
0.561193 0.000670805
0.577358 0.122229
